64798    1419.25882602
31208    243.329476118
110    0.000944852828979
38577    362.37645793
24646    153.146929979
23596    180.053924084
27489    189.321522951
61145    1644.70945501
22102    132.97280407
12055    29.9526600838
1176    0.0701019763947
66    0.000391006469727
3146    0.79513001442
51    0.000377178192139
424    0.00756406784058
6625    4.69265985489
52    0.000640153884888
112    0.000951051712036
11    5.98430633545e-05
156    0.00125312805176
32    0.000156164169312
22    0.000109910964966
51    0.000241041183472
23    0.000104188919067
58    0.000270843505859
6    3.79085540771e-05
31    0.000159978866577
6    4.00543212891e-05
32    0.000143051147461
11    5.10215759277e-05
10    6.103515625e-05
300    0.00447916984558
56    0.000337839126587
52    0.000292062759399
11    5.72204589844e-05
30    0.000176906585693
17    8.20159912109e-05
11    5.3882598877e-05
5    2.8133392334e-05
15    7.10487365723e-05
2173    0.451196908951
95    0.000922203063965
5    3.91006469727e-05
5    3.40938568115e-05
25    0.000102043151855
12    5.48362731934e-05
86    0.000808954238892
5    4.00543212891e-05
11    5.19752502441e-05
30    0.000128984451294
15    6.19888305664e-05
14    5.98430633545e-05
81    0.000832080841064
29    0.000147104263306
5    4.6968460083e-05
18    7.89165496826e-05
22    9.51290130615e-05
46    0.000288963317871
38    0.000164985656738
5    3.88622283936e-05
100    0.000990152359009
99    0.000654935836792
23    0.000123023986816
104    0.000880002975464
29    0.000132083892822
8    4.81605529785e-05
5    3.48091125488e-05
22    0.00010085105896
5    2.90870666504e-05
25    0.000109910964966
69    0.00040602684021
19    8.60691070557e-05
21    9.89437103271e-05
20    8.41617584229e-05
15    9.51290130615e-05
29    0.000191926956177
9    6.00814819336e-05
46    0.000196933746338
18    8.89301300049e-05
5    2.98023223877e-05
43    0.000211954116821
5    3.21865081787e-05
100    0.000767946243286
20    8.20159912109e-05
39    0.000185012817383
18    7.89165496826e-05
39    0.000168085098267
94    0.00101900100708
46    0.000227928161621
22    0.000100135803223
8    3.91006469727e-05
18    8.08238983154e-05
17    7.58171081543e-05
39    0.000227928161621
11    4.81605529785e-05
32    0.000159025192261
8    4.38690185547e-05
12    5.29289245605e-05
40    0.00016188621521
29    0.000153779983521
65    0.000366926193237
8    4.50611114502e-05
5    2.8133392334e-05
98    0.000785827636719
5    3.09944152832e-05
109    0.00107192993164
105    0.000764131546021
50    0.000270843505859
19    8.60691070557e-05
8    4.29153442383e-05
67    0.000381946563721
5    3.09944152832e-05
11    4.98294830322e-05
36    0.000189065933228
25    9.67979431152e-05
14    5.69820404053e-05
5    3.00407409668e-05
5    2.59876251221e-05
8    3.91006469727e-05
5    2.69412994385e-05
5    2.69412994385e-05
17    0.000131845474243
11    6.00814819336e-05
5    3.00407409668e-05
9    3.91006469727e-05
5    2.90870666504e-05
11    4.50611114502e-05
52    0.000378847122192
35    0.000171899795532
31    0.000135898590088
4    2.62260437012e-05
23    8.98838043213e-05
8    4.38690185547e-05
32    0.000160932540894
28    0.000103950500488
5    2.8133392334e-05
32    0.000131130218506
51    0.000296115875244
5    2.90870666504e-05
66    0.000333070755005
22    7.17639923096e-05
5    2.50339508057e-05
18    7.91549682617e-05
11    4.60147857666e-05
52    0.000300884246826
33    0.000144004821777
17    9.01222229004e-05
4    2.59876251221e-05
33    0.000158071517944
27    0.000133991241455
15    6.07967376709e-05
5    2.69412994385e-05
8    3.79085540771e-05
5    2.69412994385e-05
5    2.59876251221e-05
27    0.000125885009766
8    4.10079956055e-05
23    9.29832458496e-05
26    0.000108003616333
50    0.000274896621704
31    0.000168085098267
8    4.00543212891e-05
18    8.08238983154e-05
15    7.41481781006e-05
11    4.31537628174e-05
17    7.60555267334e-05
51    0.000239133834839
14    5.3882598877e-05
5    2.78949737549e-05
15    5.3882598877e-05
36    0.000179052352905
5    2.78949737549e-05
16    6.50882720947e-05
12    5.19752502441e-05
5    3.69548797607e-05
5    2.50339508057e-05
5    2.69412994385e-05
59    0.000278949737549
12    6.48498535156e-05
53    0.000384092330933
8    3.81469726562e-05
10    4.29153442383e-05
18    8.20159912109e-05
20    8.10623168945e-05
35    0.000160932540894
27    0.00014591217041
17    6.69956207275e-05
11    4.88758087158e-05
11    5.10215759277e-05
15    6.41345977783e-05
46    0.000176191329956
8    3.50475311279e-05
8    3.91006469727e-05
11    4.88758087158e-05
32    0.000162124633789
21    0.000104904174805
11    4.6968460083e-05
34    0.000144004821777
5    2.47955322266e-05
45    0.0001540184021
5    2.59876251221e-05
15    5.69820404053e-05
11    4.98294830322e-05
20    9.10758972168e-05
29    0.000115156173706
11    5.10215759277e-05
18    7.9870223999e-05
67    0.000426054000854
5    3.2901763916e-05
14    6.41345977783e-05
5    3.21865081787e-05
14    6.91413879395e-05
8    4.2200088501e-05
7    3.91006469727e-05
5    2.59876251221e-05
